filename,class_id,class_name,has_enemy,x_center,y_center,width,height,video_id,frame_idx,timestamp,confidence,auto_labeled,bbox_source,aug_type
The_Box_000000_de54579d_aug_original.png,1,player,1,0.472926,0.718281,0.160954,0.563438,The_Box,0,0.000000,1.0000,False,manual_box,original
The_Box_000000_de54579d_aug_brightness_0.7.png,1,player,1,0.472926,0.718281,0.160954,0.563438,The_Box,0,0.000000,1.0000,False,manual_box,brightness_0.7
The_Box_000000_de54579d_aug_brightness_1.3.png,1,player,1,0.472926,0.718281,0.160954,0.563438,The_Box,0,0.000000,1.0000,False,manual_box,brightness_1.3
The_Box_000000_de54579d_aug_noise.png,1,player,1,0.472926,0.718281,0.160954,0.563438,The_Box,0,0.000000,1.0000,False,manual_box,noise
The_Box_000000_de54579d_aug_flip.png,1,player,1,0.527074,0.718281,0.160954,0.563438,The_Box,0,0.000000,1.0000,False,manual_box,flip
The_Box_000174_ed645279_aug_original.png,1,player,1,0.436662,0.705131,0.144064,0.541558,The_Box,174,5.800000,1.0000,False,manual_box,original
The_Box_000174_ed645279_aug_brightness_0.7.png,1,player,1,0.436662,0.705131,0.144064,0.541558,The_Box,174,5.800000,1.0000,False,manual_box,brightness_0.7
The_Box_000174_ed645279_aug_brightness_1.3.png,1,player,1,0.436662,0.705131,0.144064,0.541558,The_Box,174,5.800000,1.0000,False,manual_box,brightness_1.3
The_Box_000174_ed645279_aug_flip.png,1,player,1,0.563338,0.705131,0.144064,0.541558,The_Box,174,5.800000,1.0000,False,manual_box,flip
The_Box_000174_ed645279_aug_shift.png,1,player,1,0.544354,0.626749,0.144064,0.541558,The_Box,174,5.800000,1.0000,False,manual_box,shift
The_Box_000175_7cff774a_aug_original.png,1,player,1,0.403378,0.691203,0.239444,0.617594,The_Box,175,5.833333,1.0000,False,manual_box,original
The_Box_000175_7cff774a_aug_noise.png,1,player,1,0.403378,0.691203,0.239444,0.617594,The_Box,175,5.833333,1.0000,False,manual_box,noise
The_Box_000175_7cff774a_aug_flip.png,1,player,1,0.596622,0.691203,0.239444,0.617594,The_Box,175,5.833333,1.0000,False,manual_box,flip
The_Box_000175_7cff774a_aug_shift.png,1,player,1,0.280808,0.626605,0.239444,0.617594,The_Box,175,5.833333,1.0000,False,manual_box,shift
The_Box_000175_7cff774a_aug_zoom.png,1,player,1,0.461690,0.646715,0.274058,0.706569,The_Box,175,5.833333,1.0000,False,manual_box,zoom
The_Box_000302_f7e4f4aa_aug_original.png,1,player,1,0.426478,0.555373,0.137606,0.286252,The_Box,302,10.066666,1.0000,False,manual_box,original
The_Box_000302_f7e4f4aa_aug_original.png,0,enemy,1,0.529806,0.559794,0.019374,0.045314,The_Box,302,10.066666,1.0000,False,manual_box,original
The_Box_000318_9e85ba6f_aug_original.png,1,player,1,0.435917,0.484087,0.137606,0.375775,The_Box,318,10.600000,1.0000,False,manual_box,original
The_Box_000318_9e85ba6f_aug_original.png,0,enemy,1,0.521361,0.527743,0.030303,0.060787,The_Box,318,10.600000,1.0000,False,manual_box,original
The_Box_000331_a2f3cfa6_aug_original.png,1,player,1,0.438400,0.543216,0.111773,0.290673,The_Box,331,11.033333,1.0000,False,manual_box,original
The_Box_000331_a2f3cfa6_aug_original.png,0,enemy,1,0.507948,0.429378,0.033284,0.102786,The_Box,331,11.033333,1.0000,False,manual_box,original
The_Box_000573_7414eb4f_aug_original.png,1,player,1,0.439891,0.666448,0.123696,0.404511,The_Box,573,19.100000,1.0000,False,manual_box,original
The_Box_000573_7414eb4f_aug_original.png,0,enemy,1,0.641331,0.289568,0.243418,0.413352,The_Box,573,19.100000,1.0000,False,manual_box,original
The_Box_000573_7414eb4f_aug_brightness_0.7.png,1,player,1,0.439891,0.666448,0.123696,0.404511,The_Box,573,19.100000,1.0000,False,manual_box,brightness_0.7
