filename,class_id,class_name,has_enemy,x_center,y_center,width,height,video_id,frame_idx,timestamp,confidence,auto_labeled,bbox_source,aug_type
Forgive_Me_Fortnite_Montage [DbZ_ayr8b84]_000030.png,1,player,1,0.372542,0.795171,0.230881,0.409657,Forgive_Me_Fortnite_Montage [DbZ_ayr8b84],30,1.000000,1.0000,False,manual_box,
Forgive_Me_Fortnite_Montage [DbZ_ayr8b84]_000045.png,1,player,1,0.366351,0.736286,0.257830,0.527428,Forgive_Me_Fortnite_Montage [DbZ_ayr8b84],45,1.500000,1.0000,False,manual_box,
Forgive_Me_Fortnite_Montage [DbZ_ayr8b84]_000045.png,0,enemy,1,0.464676,0.394307,0.061180,0.189327,Forgive_Me_Fortnite_Montage [DbZ_ayr8b84],45,1.500000,1.0000,False,manual_box,
Forgive_Me_Fortnite_Montage [DbZ_ayr8b84]_000060.png,1,player,1,0.389658,0.743740,0.218500,0.512520,Forgive_Me_Fortnite_Montage [DbZ_ayr8b84],60,2.000000,1.0000,False,manual_box,
Forgive_Me_Fortnite_Montage [DbZ_ayr8b84]_000075.png,1,player,1,0.400218,0.732559,0.264385,0.534882,Forgive_Me_Fortnite_Montage [DbZ_ayr8b84],75,2.500000,1.0000,False,manual_box,
Forgive_Me_Fortnite_Montage [DbZ_ayr8b84]_000090.png,1,player,1,0.357247,0.727493,0.213401,0.539657,Forgive_Me_Fortnite_Montage [DbZ_ayr8b84],90,3.000000,1.0000,False,manual_box,
Forgive_Me_Fortnite_Montage [DbZ_ayr8b84]_000105.png,0,enemy,1,0.073197,0.159512,0.136198,0.319024,Forgive_Me_Fortnite_Montage [DbZ_ayr8b84],105,3.500000,1.0000,False,manual_box,
Forgive_Me_Fortnite_Montage [DbZ_ayr8b84]_000120.png,1,player,1,0.308084,0.697678,0.219956,0.581398,Forgive_Me_Fortnite_Montage [DbZ_ayr8b84],120,4.000000,1.0000,False,manual_box,
Forgive_Me_Fortnite_Montage [DbZ_ayr8b84]_000120.png,0,enemy,1,0.612891,0.572453,0.082302,0.271319,Forgive_Me_Fortnite_Montage [DbZ_ayr8b84],120,4.000000,1.0000,False,manual_box,
Forgive_Me_Fortnite_Montage [DbZ_ayr8b84]_000135.png,1,player,1,0.340131,0.731068,0.219956,0.537863,Forgive_Me_Fortnite_Montage [DbZ_ayr8b84],135,4.500000,1.0000,False,manual_box,
Forgive_Me_Fortnite_Montage [DbZ_ayr8b84]_000150.png,1,player,1,0.383831,0.710198,0.300073,0.579604,Forgive_Me_Fortnite_Montage [DbZ_ayr8b84],150,5.000000,1.0000,False,manual_box,
Forgive_Me_Fortnite_Montage [DbZ_ayr8b84]_000165.png,1,player,1,0.387837,0.653549,0.278951,0.692903,Forgive_Me_Fortnite_Montage [DbZ_ayr8b84],165,5.500000,1.0000,False,manual_box,
Forgive_Me_Fortnite_Montage [DbZ_ayr8b84]_000180.png,1,player,1,0.428259,0.723766,0.217043,0.475554,Forgive_Me_Fortnite_Montage [DbZ_ayr8b84],180,6.000000,1.0000,False,manual_box,
Forgive_Me_Fortnite_Montage [DbZ_ayr8b84]_000195.png,1,player,1,0.445739,0.660409,0.272396,0.378654,Forgive_Me_Fortnite_Montage [DbZ_ayr8b84],195,6.500000,1.0000,False,manual_box,
Forgive_Me_Fortnite_Montage [DbZ_ayr8b84]_000210.png,1,player,1,0.425346,0.649973,0.288420,0.503878,Forgive_Me_Fortnite_Montage [DbZ_ayr8b84],210,7.000000,1.0000,False,manual_box,
