filename,class_id,class_name,has_enemy,x_center,y_center,width,height,video_id,frame_idx,timestamp,confidence,auto_labeled,bbox_source,aug_type
The_Box_000930_6b45a46c.png,1,player,1,0.436662,0.689658,0.114257,0.616713,The_Box,930,31.000000,1.0000,False,manual_box,
The_Box_000930_6b45a46c.png,0,enemy,1,0.573025,0.087312,0.020368,0.079576,The_Box,930,31.000000,1.0000,False,manual_box,
The_Box_001025_08251d1c.png,1,player,1,0.410084,0.723919,0.129657,0.521664,The_Box,1025,34.166666,1.0000,False,manual_box,
The_Box_001025_08251d1c.png,0,enemy,1,0.499752,0.454246,0.042722,0.179046,The_Box,1025,34.166666,1.0000,False,manual_box,
The_Box_001025_08251d1c.png,0,enemy,1,0.200199,0.210544,0.026826,0.096154,The_Box,1025,34.166666,1.0000,False,manual_box,
The_Box_000175_7cff774a.png,1,player,1,0.403378,0.691203,0.239444,0.617594,The_Box,175,5.833333,1.0000,False,manual_box,
The_Box_000000_de54579d.png,1,player,1,0.472926,0.718281,0.160954,0.563438,The_Box,0,0.000000,1.0000,False,manual_box,
The_Box_002519_f16ca637.png,1,player,1,0.426726,0.716071,0.158967,0.567858,The_Box,2519,83.966666,1.0000,False,manual_box,
The_Box_001739_b088ed5b.png,1,player,1,0.421759,0.693526,0.145057,0.471929,The_Box,1739,57.966666,1.0000,False,manual_box,
The_Box_000745_3acbdc00.png,1,player,1,0.405614,0.722814,0.126677,0.545979,The_Box,745,24.833333,1.0000,False,manual_box,
The_Box_000715_93f89419.png,1,player,1,0.426230,0.757516,0.141083,0.484967,The_Box,715,23.833333,1.0000,False,manual_box,
The_Box_000715_93f89419.png,0,enemy,1,0.592648,0.291778,0.042722,0.141468,The_Box,715,23.833333,1.0000,False,manual_box,
The_Box_000174_ed645279.png,1,player,1,0.436662,0.705131,0.144064,0.541558,The_Box,174,5.800000,1.0000,False,manual_box,
